Range : 688,3466,500,320
688,3466,200,10
888,3466,10,100
888,3566,100,10
988,3476,10,100
988,3476,100,10
1088,3476,10,300
1088,3776,100,10

Range : 4929,4610,500,100
4929,4700,200,10
5129,4610,10,100
5129,4610,300,10

Range : 807,2258,410,510
807,2258,100,10
907,2258,10,500
907,2758,300,10
1207,2668,10,100

Range : 1540,3131,410,460
1540,3581,200,10
1740,3401,10,190
1740,3401,100,10
1840,3221,10,190
1840,3221,100,10
1940,3131,10,100

Range : 4981,5065,400,310
4981,5065,100,10
5081,5065,10,200
5081,5265,100,10
5181,5265,10,100
5181,5365,100,10
5281,5095,10,280
5281,5095,100,10

Range : 2476,3632,310,280
2476,3902,300,10
2776,3632,10,280

Range : 2423,623,410,600
2423,623,100,10
2523,623,10,100
2523,723,200,10
2723,723,10,300
2723,1023,100,10
2823,1023,10,200

Range : 3006,4031,600,190
3006,4111,200,10
3206,4111,10,100
3206,4211,300,10
3506,4031,10,190
3506,4031,100,10

Range : 4874,1053,210,600
4874,1053,100,10
4974,1053,10,300
4974,1353,100,10
5074,1353,10,300

Range : 436,2898,410,300
436,2898,300,10
736,2898,10,200
736,3098,100,10
836,3098,10,100

Range : 3107,3248,500,210
3107,3248,400,10
3507,3248,10,200
3507,3448,100,10

Range : 306,3476,410,190
306,3556,100,10
406,3556,10,100
406,3656,100,10
506,3566,10,100
506,3566,200,10
706,3476,10,100

Range : 965,3412,100,10
965,3412,100,10

Range : 4242,44,410,190
4242,224,200,10
4442,134,10,100
4442,134,100,10
4542,44,10,100
4542,44,100,10
4642,44,10,100

Range : 1965,1289,210,600
1965,1289,100,10
2065,1289,10,100
2065,1389,100,10
2165,1389,10,500

Range : 2156,2012,200,410
2156,2012,100,10
2256,2012,10,400
2256,2412,100,10

Range : 122,2504,510,210
122,2504,200,10
322,2504,10,200
322,2704,200,10
522,2614,10,100
522,2614,100,10
622,2524,10,100

Range : 2910,5124,410,110
2910,5214,200,10
3110,5124,10,100
3110,5124,100,10
3210,5124,10,100
3210,5224,100,10
3310,5134,10,100

Range : 2331,981,110,460
2331,1431,100,10
2431,981,10,460

Range : 3820,4366,210,370
3820,4726,100,10
3920,4636,10,100
3920,4636,100,10
4020,4366,10,280

Range : 634,4038,410,400
634,4038,100,10
734,4038,10,200
734,4238,100,10
834,4238,10,100
834,4338,200,10
1034,4338,10,100

Range : 34,2856,200,510
34,2856,100,10
134,2856,10,500
134,3356,100,10

Range : 602,4558,310,410
602,4558,100,10
702,4558,10,100
702,4658,100,10
802,4658,10,300
802,4958,100,10
902,4688,10,280

Range : 2755,3798,310,280
2755,3968,100,10
2855,3968,10,100
2855,4068,100,10
2955,3798,10,280
2955,3798,100,10
3055,3798,10,100

Range : 2856,1277,600,310
2856,1277,300,10
3156,1277,10,100
3156,1377,100,10
3256,1377,10,200
3256,1577,200,10

Range : 4163,4473,410,210
4163,4473,200,10
4363,4473,10,200
4363,4673,100,10
4463,4583,10,100
4463,4583,100,10
4563,4583,10,100

Range : 3337,2176,400,190
3337,2356,100,10
3437,2266,10,100
3437,2266,200,10
3637,2176,10,100
3637,2176,100,10

Range : 4724,2839,410,460
4724,3289,100,10
4824,3199,10,100
4824,3199,300,10
5124,2839,10,370

Range : 1642,2712,310,400
1642,2712,100,10
1742,2712,10,200
1742,2912,100,10
1842,2912,10,100
1842,3012,100,10
1942,3012,10,100

Range : 4257,2304,310,280
4257,2374,100,10
4357,2374,10,200
4357,2574,200,10
4557,2304,10,280

Range : 1628,2516,110,100
1628,2516,100,10
1728,2516,10,100

Range : 1761,1261,200,100
1761,1351,100,10
1861,1261,10,100
1861,1261,100,10

Range : 2039,3799,300,310
2039,3799,100,10
2139,3799,10,300
2139,4099,200,10

Range : 785,2012,410,190
785,2192,400,10
1185,2012,10,190

Range : 1249,2372,610,110
1249,2462,100,10
1349,2372,10,100
1349,2372,100,10
1449,2372,10,100
1449,2472,100,10
1549,2382,10,100
1549,2382,300,10
1849,2382,10,100

Range : 1153,238,310,300
1153,328,200,10
1353,238,10,100
1353,238,100,10
1453,238,10,300

Range : 3801,2653,200,550
3801,3193,100,10
3901,2653,10,550
3901,2653,100,10

Range : 887,797,800,210
887,797,200,10
1087,797,10,100
1087,897,300,10
1387,897,10,100
1387,997,300,10

Range : 1264,4670,610,110
1264,4670,200,10
1464,4670,10,100
1464,4770,400,10
1864,4680,10,100

Range : 3321,925,410,310
3321,925,100,10
3421,925,10,100
3421,1025,100,10
3521,1025,10,100
3521,1125,100,10
3621,1125,10,100
3621,1225,100,10
3721,1135,10,100

Range : 3519,3678,210,640
3519,4308,100,10
3619,3858,10,460
3619,3858,100,10
3719,3678,10,190

Range : 137,735,410,460
137,1185,100,10
237,1095,10,100
237,1095,100,10
337,735,10,370
337,735,200,10
537,735,10,100

Range : 3588,1581,300,280
3588,1851,100,10
3688,1671,10,190
3688,1671,100,10
3788,1581,10,100
3788,1581,100,10

Range : 4067,881,410,370
4067,1241,200,10
4267,971,10,280
4267,971,200,10
4467,881,10,100

Range : 3694,4220,400,460
3694,4670,100,10
3794,4310,10,370
3794,4310,200,10
3994,4220,10,100
3994,4220,100,10

Range : 4022,297,310,600
4022,297,200,10
4222,297,10,200
4222,497,100,10
4322,497,10,400

Range : 753,1449,210,610
753,1449,100,10
853,1449,10,600
853,2049,100,10
953,1869,10,190

Range : 4588,1457,310,500
4588,1457,100,10
4688,1457,10,100
4688,1557,100,10
4788,1557,10,300
4788,1857,100,10
4888,1857,10,100

Range : 1383,1505,500,100
1383,1595,200,10
1583,1505,10,100
1583,1505,300,10

Range : 4561,4693,400,510
4561,4693,200,10
4761,4693,10,300
4761,4993,100,10
4861,4993,10,200
4861,5193,100,10

Range : 2777,5199,200,10
2777,5199,200,10

Range : 612,5442,410,500
612,5442,100,10
712,5442,10,100
712,5542,200,10
912,5542,10,200
912,5742,100,10
1012,5742,10,200

Range : 2901,5094,200,10
2901,5094,200,10

Range : 924,2781,310,280
924,3051,300,10
1224,2781,10,280

Range : 1335,1626,210,100
1335,1716,200,10
1535,1626,10,100

Range : 392,1596,310,370
392,1956,100,10
492,1686,10,280
492,1686,100,10
592,1596,10,100
592,1596,100,10
692,1596,10,200

Range : 2955,1730,600,210
2955,1820,100,10
3055,1730,10,100
3055,1730,300,10
3355,1730,10,200
3355,1930,200,10

Range : 4677,4384,400,310
4677,4384,100,10
4777,4384,10,300
4777,4684,100,10
4877,4594,10,100
4877,4594,200,10

Range : 321,2720,110,100
321,2810,100,10
421,2720,10,100

Range : 5055,3323,310,210
5055,3323,100,10
5155,3323,10,100
5155,3423,100,10
5255,3423,10,100
5255,3523,100,10
5355,3433,10,100

Range : 3843,859,400,190
3843,1039,100,10
3943,859,10,190
3943,859,200,10
4143,859,10,100
4143,959,100,10

Range : 2286,2745,500,210
2286,2825,100,10
2386,2825,10,100
2386,2925,100,10
2486,2835,10,100
2486,2835,100,10
2586,2745,10,100
2586,2745,100,10
2686,2745,10,200
