Range : 1883,4002,410,500
1883,4092,100,10
1983,4002,10,100
1983,4002,100,10
2083,4002,10,100
2083,4102,100,10
2183,4102,10,200
2183,4302,100,10
2283,4302,10,200

Range : 4520,4810,300,310
4520,4810,100,10
4620,4810,10,100
4620,4910,100,10
4720,4910,10,200
4720,5110,100,10

Range : 4706,3044,510,400
4706,3044,100,10
4806,3044,10,200
4806,3244,100,10
4906,3244,10,100
4906,3344,300,10
5206,3344,10,100

Range : 770,2013,300,370
770,2373,100,10
870,2013,10,370
870,2013,200,10

Range : 4118,734,410,300
4118,914,100,10
4218,734,10,190
4218,734,100,10
4318,734,10,100
4318,834,200,10
4518,834,10,200

Range : 3868,4728,300,460
3868,5178,200,10
4068,4728,10,460
4068,4728,100,10

Range : 1077,5241,300,210
1077,5331,100,10
1177,5241,10,100
1177,5241,100,10
1277,5241,10,200
1277,5441,100,10

Range : 4294,438,510,100
4294,528,500,10
4794,438,10,100

Range : 2292,3337,400,110
2292,3427,100,10
2392,3337,10,100
2392,3337,100,10
2492,3337,10,100
2492,3437,100,10
2592,3347,10,100
2592,3347,100,10

Range : 555,4903,310,400
555,5083,100,10
655,4903,10,190
655,4903,200,10
855,4903,10,400

Range : 3398,2105,310,190
3398,2185,100,10
3498,2185,10,100
3498,2285,200,10
3698,2105,10,190

Range : 2663,1284,200,410
2663,1284,100,10
2763,1284,10,400
2763,1684,100,10

Range : 2832,4214,400,550
2832,4754,100,10
2932,4394,10,370
2932,4394,100,10
3032,4304,10,100
3032,4304,100,10
3132,4214,10,100
3132,4214,100,10

Range : 4617,239,500,110
4617,239,100,10
4717,239,10,100
4717,339,400,10

Range : 3025,1837,200,410
3025,1837,100,10
3125,1837,10,400
3125,2237,100,10

Range : 1201,1951,210,370
1201,2311,100,10
1301,2221,10,100
1301,2221,100,10
1401,1951,10,280

Range : 1575,4440,310,190
1575,4620,100,10
1675,4440,10,190
1675,4440,200,10
1875,4440,10,100

Range : 3909,2473,400,310
3909,2563,100,10
4009,2473,10,100
4009,2473,100,10
4109,2473,10,300
4109,2773,200,10

Range : 5026,3355,110,190
5026,3535,100,10
5126,3355,10,190

Range : 4859,4101,210,700
4859,4101,100,10
4959,4101,10,200
4959,4301,100,10
5059,4301,10,500

Range : 2454,1780,300,100
2454,1870,200,10
2654,1780,10,100
2654,1780,100,10

Range : 1402,3465,300,310
1402,3465,100,10
1502,3465,10,200
1502,3665,100,10
1602,3665,10,100
1602,3765,100,10

Range : 1018,1390,410,280
1018,1660,400,10
1418,1390,10,280

Range : 1876,675,410,110
1876,675,200,10
2076,675,10,100
2076,775,200,10
2276,685,10,100

Range : 4439,983,510,300
4439,1163,200,10
4639,983,10,190
4639,983,300,10
4939,983,10,300

Range : 2486,2036,410,600
2486,2036,300,10
2786,2036,10,100
2786,2136,100,10
2886,2136,10,500

Range : 3001,5140,310,400
3001,5140,100,10
3101,5140,10,200
3101,5340,100,10
3201,5340,10,100
3201,5440,100,10
3301,5440,10,100

Range : 874,2670,210,300
874,2760,100,10
974,2670,10,100
974,2670,100,10
1074,2670,10,300

Range : 4549,5178,610,300
4549,5268,100,10
4649,5178,10,100
4649,5178,300,10
4949,5178,10,100
4949,5278,100,10
5049,5278,10,100
5049,5378,100,10
5149,5378,10,100

Range : 2467,4603,400,280
2467,4873,200,10
2667,4783,10,100
2667,4783,100,10
2767,4603,10,190
2767,4603,100,10

Range : 1348,571,310,400
1348,571,100,10
1448,571,10,100
1448,671,100,10
1548,671,10,200
1548,871,100,10
1648,871,10,100

Range : 828,3972,210,610
828,3972,100,10
928,3972,10,600
928,4572,100,10
1028,4392,10,190

