Range : 4774,692,400,190
4774,872,100,10
4874,782,10,100
4874,782,100,10
4974,692,10,100
4974,692,200,10

Range : 5086,3781,300,510
5086,3781,100,10
5186,3781,10,400
5186,4181,100,10
5286,4181,10,100
5286,4281,100,10

Range : 1622,133,310,280
1622,403,200,10
1822,313,10,100
1822,313,100,10
1922,133,10,190

Range : 169,1737,700,100
169,1827,500,10
669,1737,10,100
669,1737,200,10

Range : 3031,1700,310,280
3031,1870,100,10
3131,1870,10,100
3131,1970,100,10
3231,1880,10,100
3231,1880,100,10
3331,1700,10,190

Range : 1620,2094,410,360
1620,2444,200,10
1820,2174,10,280
1820,2174,100,10
1920,2174,10,100
1920,2274,100,10
2020,2094,10,190

Range : 1341,2842,410,210
1341,3022,200,10
1541,2842,10,190
1541,2842,100,10
1641,2842,10,200
1641,3042,100,10
1741,2862,10,190

Range : 2911,4146,110,900
2911,4146,100,10
3011,4146,10,900

Range : 3490,4735,210,400
3490,4735,100,10
3590,4735,10,100
3590,4835,100,10
3690,4835,10,300

Range : 3403,2380,410,460
3403,2830,100,10
3503,2650,10,190
3503,2650,300,10
3803,2380,10,280

Range : 360,3348,410,370
360,3708,300,10
660,3348,10,370
660,3348,100,10
760,3348,10,200

Range : 2090,2803,310,300
2090,2893,100,10
2190,2803,10,100
2190,2803,200,10
2390,2803,10,300

Range : 274,4586,510,280
274,4856,100,10
374,4766,10,100
374,4766,100,10
474,4586,10,190
474,4586,300,10
774,4586,10,100

Range : 842,4167,500,280
842,4437,100,10
942,4167,10,280
942,4167,200,10
1142,4167,10,100
1142,4267,100,10
1242,4267,10,100
1242,4367,100,10

Range : 3787,2703,210,370
3787,3063,100,10
3887,2973,10,100
3887,2973,100,10
3987,2703,10,280

Range : 1166,3736,410,280
1166,3806,200,10
1366,3806,10,200
1366,4006,100,10
1466,3916,10,100
1466,3916,100,10
1566,3736,10,190

Range : 4295,4371,200,410
4295,4371,100,10
4395,4371,10,400
4395,4771,100,10

Range : 3892,3096,400,510
3892,3096,300,10
4192,3096,10,500
4192,3596,100,10

Range : 547,5075,310,400
547,5165,100,10
647,5075,10,100
647,5075,100,10
747,5075,10,100
747,5175,100,10
847,5175,10,300

Range : 3108,5160,410,100
3108,5250,200,10
3308,5160,10,100
3308,5160,200,10
3508,5160,10,100

Range : 1323,1277,300,310
1323,1457,100,10
1423,1277,10,190
1423,1277,100,10
1523,1277,10,300
1523,1577,100,10

Range : 98,904,500,310
98,904,200,10
298,904,10,100
298,1004,100,10
398,1004,10,100
398,1104,100,10
498,1104,10,100
498,1204,100,10

Range : 2835,1053,510,370
2835,1413,500,10
3335,1053,10,370

Range : 4529,1512,310,460
4529,1962,100,10
4629,1602,10,370
4629,1602,200,10
4829,1512,10,100

Range : 4950,5206,310,190
4950,5286,200,10
5150,5286,10,100
5150,5386,100,10
5250,5206,10,190

Range : 3739,3605,400,550
3739,4145,200,10
3939,4055,10,100
3939,4055,100,10
4039,3605,10,460
4039,3605,100,10

Range : 5184,1164,310,200
5184,1344,100,10
5284,1164,10,190
5284,1164,200,10
5484,1164,10,200

Range : 3882,611,300,370
3882,971,100,10
3982,611,10,370
3982,611,100,10
4082,611,10,300
4082,911,100,10

Range : 666,3924,700,210
666,3924,300,10
966,3924,10,100
966,4024,100,10
1066,4024,10,100
1066,4124,200,10
1266,4034,10,100
1266,4034,100,10

Range : 4443,1786,500,370
4443,2146,200,10
4643,1876,10,280
4643,1876,100,10
4743,1786,10,100
4743,1786,200,10

Range : 2700,231,300,710
2700,231,100,10
2800,231,10,600
2800,831,100,10
2900,831,10,100
2900,931,100,10

Range : 4335,4201,300,510
4335,4201,100,10
4435,4201,10,500
4435,4701,100,10
4535,4611,10,100
4535,4611,100,10

Range : 131,4114,410,280
131,4384,200,10
331,4114,10,280
331,4114,100,10
431,4114,10,100
431,4214,100,10
531,4214,10,100

Range : 748,4482,210,510
748,4482,100,10
848,4482,10,500
848,4982,100,10
948,4892,10,100

Range : 3636,2186,510,190
3636,2366,100,10
3736,2276,10,100
3736,2276,100,10
3836,2186,10,100
3836,2186,100,10
3936,2186,10,100
3936,2286,100,10
4036,2196,10,100
4036,2196,100,10
4136,2196,10,100

Range : 1254,5083,410,100
1254,5173,100,10
1354,5083,10,100
1354,5083,300,10
1654,5083,10,100

Range : 2763,4907,210,370
2763,5267,100,10
2863,5087,10,190
2863,5087,100,10
2963,4907,10,190

Range : 4979,4445,400,460
4979,4895,100,10
5079,4805,10,100
5079,4805,100,10
5179,4445,10,370
5179,4445,200,10

Range : 3985,302,410,210
3985,302,100,10
4085,302,10,200
4085,502,300,10
4385,412,10,100

Range : 1703,3094,300,310
1703,3094,100,10
1803,3094,10,100
1803,3194,100,10
1903,3194,10,200
1903,3394,100,10

Range : 1136,3257,310,700
1136,3257,100,10
1236,3257,10,300
1236,3557,200,10
1436,3557,10,400

Range : 2791,2062,410,210
2791,2062,300,10
3091,2062,10,200
3091,2262,100,10
3191,2172,10,100

Range : 3271,1728,300,460
3271,2178,100,10
3371,1728,10,460
3371,1728,100,10
3471,1728,10,200
3471,1928,100,10

Range : 2340,3704,410,300
2340,3974,100,10
2440,3704,10,280
2440,3704,300,10
2740,3704,10,300

Range : 343,4705,410,300
343,4975,100,10
443,4885,10,100
443,4885,100,10
543,4795,10,100
543,4795,100,10
643,4705,10,100
643,4705,100,10
743,4705,10,300

Range : 909,2796,210,370
909,3156,100,10
1009,2796,10,370
1009,2796,100,10
1109,2796,10,100

Range : 3053,2733,310,310
3053,2733,100,10
3153,2733,10,300
3153,3033,100,10
3253,2763,10,280
3253,2763,100,10
3353,2763,10,100

Range : 549,-120,110,460
549,330,100,10
649,-120,10,460

Range : 132,1152,310,280
132,1422,100,10
232,1242,10,190
232,1242,200,10
432,1152,10,100

Range : 4265,2529,400,410
4265,2529,100,10
4365,2529,10,100
4365,2629,200,10
4565,2629,10,300
4565,2929,100,10

Range : 1652,1069,410,200
1652,1249,100,10
1752,1069,10,190
1752,1069,100,10
1852,1069,10,100
1852,1169,200,10
2052,1169,10,100

Range : 2171,320,600,370
2171,680,300,10
2471,590,10,100
2471,590,200,10
2671,320,10,280
2671,320,100,10

Range : 3162,2330,500,210
3162,2330,100,10
3262,2330,10,100
3262,2430,300,10
3562,2430,10,100
3562,2530,100,10

Range : 1900,3928,500,190
1900,4108,200,10
2100,4018,10,100
2100,4018,100,10
2200,3928,10,100
2200,3928,200,10

Range : 2413,2947,400,310
2413,2947,100,10
2513,2947,10,300
2513,3247,100,10
2613,3067,10,190
2613,3067,100,10
2713,2977,10,100
2713,2977,100,10

Range : 3599,1379,600,410
3599,1379,300,10
3899,1379,10,100
3899,1479,100,10
3999,1479,10,200
3999,1679,100,10
4099,1679,10,100
4099,1779,100,10

Range : 4215,2123,400,210
4215,2123,200,10
4415,2123,10,100
4415,2223,100,10
4515,2223,10,100
4515,2323,100,10

Range : 185,2596,410,460
185,2946,100,10
285,2946,10,100
285,3046,200,10
485,2866,10,190
485,2866,100,10
585,2596,10,280

Range : 2275,4242,510,370
2275,4602,200,10
2475,4332,10,280
2475,4332,300,10
2775,4242,10,100

Range : 528,689,210,210
528,689,100,10
628,689,10,200
628,889,100,10
728,709,10,190

Range : 3582,3232,310,600
3582,3322,100,10
3682,3232,10,100
3682,3232,100,10
3782,3232,10,200
3782,3432,100,10
3882,3432,10,400

Range : 4744,5343,310,600
4744,5343,200,10
4944,5343,10,300
4944,5643,100,10
5044,5643,10,300

Range : 3839,5141,510,370
3839,5501,200,10
4039,5411,10,100
4039,5411,200,10
4239,5231,10,190
4239,5231,100,10
4339,5141,10,100

Range : 3289,3979,310,280
3289,4249,100,10
3389,3979,10,280
3389,3979,100,10
3489,3979,10,200
3489,4179,100,10
3589,4089,10,100

Range : 4013,4658,400,310
4013,4658,100,10
4113,4658,10,100
4113,4758,100,10
4213,4758,10,100
4213,4858,100,10
4313,4858,10,100
4313,4958,100,10

Range : 3347,331,600,280
3347,501,100,10
3447,501,10,100
3447,601,100,10
3547,421,10,190
3547,421,200,10
3747,331,10,100
3747,331,200,10

Range : 994,2270,310,370
994,2630,100,10
1094,2540,10,100
1094,2540,100,10
1194,2450,10,100
1194,2450,100,10
1294,2270,10,190

Range : 2215,2456,110,300
2215,2456,100,10
2315,2456,10,300

Range : 4358,2314,110,190
4358,2494,100,10
4458,2314,10,190

Range : 4807,4829,200,110
4807,4829,100,10
4907,4829,10,100
4907,4929,100,10

Range : 2109,1610,410,280
2109,1780,100,10
2209,1780,10,100
2209,1880,300,10
2509,1610,10,280

Range : 4837,5083,110,200
4837,5083,100,10
4937,5083,10,200

Range : 2505,2744,210,200
2505,2744,200,10
2705,2744,10,200

Range : 637,3153,200,10
637,3153,200,10

Range : 4430,4994,500,280
4430,5264,200,10
4630,5174,10,100
4630,5174,100,10
4730,4994,10,190
4730,4994,200,10

Range : 429,5356,300,610
429,5356,100,10
529,5356,10,500
529,5856,100,10
629,5856,10,100
629,5956,100,10

Range : 5158,3132,500,410
5158,3132,200,10
5358,3132,10,100
5358,3232,100,10
5458,3232,10,300
5458,3532,200,10

Range : 3241,3183,600,310
3241,3183,100,10
3341,3183,10,100
3341,3283,200,10
3541,3283,10,100
3541,3383,100,10
3641,3383,10,100
3641,3483,200,10

Range : 2750,3706,110,600
2750,3706,100,10
2850,3706,10,600

Range : 4839,3353,310,400
4839,3443,200,10
5039,3353,10,100
5039,3353,100,10
5139,3353,10,400

Range : 3426,654,410,310
3426,654,300,10
