Range : 353,4929,600,210
353,5109,200,10
553,4929,10,190
553,4929,200,10
753,4929,10,200
753,5129,200,10

Range : 4508,2383,310,280
4508,2553,100,10
4608,2553,10,100
4608,2653,100,10
4708,2563,10,100
4708,2563,100,10
4808,2383,10,190

Range : 4937,874,410,210
4937,874,200,10
5137,874,10,100
5137,974,100,10
5237,974,10,100
5237,1074,100,10
5337,984,10,100

Range : 4373,2216,400,310
4373,2216,100,10
4473,2216,10,200
4473,2416,100,10
4573,2416,10,100
4573,2516,100,10
4673,2426,10,100
4673,2426,100,10

Range : 3668,2293,410,500
3668,2293,100,10
3768,2293,10,100
3768,2393,100,10
3868,2393,10,100
3868,2493,100,10
3968,2493,10,200
3968,2693,100,10
4068,2693,10,100

Range : 2906,2656,610,200
2906,2656,400,10
3306,2656,10,100
3306,2756,200,10
3506,2756,10,100

Range : 409,1300,410,410
409,1300,100,10
509,1300,10,400
509,1700,300,10
809,1610,10,100

Range : 5098,3470,600,210
5098,3470,100,10
5198,3470,10,200
5198,3670,400,10
5598,3490,10,190
5598,3490,100,10

Range : 2293,3087,410,280
2293,3257,200,10
2493,3257,10,100
2493,3357,100,10
2593,3267,10,100
2593,3267,100,10
2693,3087,10,190

Range : 648,1948,500,210
648,1948,300,10
948,1948,10,100
948,2048,100,10
1048,2048,10,100
1048,2148,100,10

Range : 2153,5374,310,220
2153,5374,100,10
2253,5374,10,200
2253,5574,100,10
2353,5394,10,190
2353,5394,100,10
2453,5394,10,200

Range : 3203,722,300,310
3203,722,100,10
3303,722,10,300
3303,1022,100,10
3403,932,10,100
3403,932,100,10

Range : 1893,3881,600,310
1893,3881,100,10
1993,3881,10,100
1993,3981,100,10
2093,3981,10,100
2093,4081,200,10
2293,4081,10,100
2293,4181,200,10

Range : 397,4154,510,200
397,4234,100,10
497,4234,10,100
497,4334,200,10
697,4154,10,190
697,4154,200,10
897,4154,10,200

Range : 4712,3675,510,280
4712,3945,100,10
4812,3765,10,190
4812,3765,200,10
5012,3675,10,100
5012,3675,100,10
5112,3675,10,100
5112,3775,100,10
5212,3685,10,100

Range : 4183,134,400,210
4183,224,100,10
4283,134,10,100
4283,134,100,10
4383,134,10,200
4383,334,200,10

Range : 1150,2213,400,370
1150,2573,300,10
1450,2213,10,370
1450,2213,100,10

Range : 1120,2036,300,370
1120,2196,100,10
1220,2196,10,200
1220,2396,100,10
1320,2036,10,370
1320,2036,100,10

Range : 4729,4076,410,190
4729,4156,100,10
4829,4156,10,100
4829,4256,200,10
5029,4076,10,190
5029,4076,100,10
5129,4076,10,100

Range : 1708,542,310,280
1708,712,100,10
1808,712,10,100
1808,812,200,10
2008,542,10,280

Range : 1895,2919,410,310
1895,2919,100,10
1995,2919,10,200
1995,3119,100,10
2095,3119,10,100
