Range : 5202,483,510,110
5202,573,100,10
5302,483,10,100
5302,483,300,10
5602,483,10,100
5602,583,100,10
5702,493,10,100

Range : 1218,2775,310,400
1218,2775,100,10
1318,2775,10,100
1318,2875,100,10
1418,2875,10,100
1418,2975,100,10
1518,2975,10,200

Range : 3336,411,110,500
3336,411,100,10
3436,411,10,500

Range : 3372,2072,500,410
3372,2162,100,10
3472,2072,10,100
3472,2072,100,10
3572,2072,10,300
3572,2372,100,10
3672,2372,10,100
3672,2472,200,10

Range : 2011,4576,400,310
2011,4756,100,10
2111,4576,10,190
2111,4576,100,10
2211,4576,10,200
2211,4776,100,10
2311,4776,10,100
2311,4876,100,10

Range : 4937,4649,700,210
4937,4649,400,10
5337,4649,10,200
5337,4849,200,10
5537,4759,10,100
5537,4759,100,10

Range : 4502,1369,500,210
4502,1369,200,10
4702,1369,10,100
4702,1469,100,10
4802,1469,10,100
4802,1569,200,10

Range : 982,3592,310,370
982,3952,200,10
1182,3592,10,370
1182,3592,100,10
1282,3592,10,300

Range : 46,5089,210,410
46,5089,100,10
146,5089,10,400
146,5489,100,10
246,5399,10,100

Range : 339,1112,310,500
339,1112,100,10
439,1112,10,100
439,1212,200,10
639,1212,10,400

Range : 4074,2520,500,410
4074,2520,100,10
4174,2520,10,100
4174,2620,100,10
4274,2620,10,200
4274,2820,200,10
4474,2820,10,100
4474,2920,100,10

Range : 3792,1164,410,300
3792,1434,100,10
3892,1254,10,190
3892,1254,200,10
4092,1164,10,100
4092,1164,100,10
4192,1164,10,300

Range : 4784,4740,210,100
4784,4830,200,10
4984,4740,10,100

Range : 1131,2183,410,280
1131,2353,100,10
1231,2353,10,100
1231,2453,100,10
1331,2363,10,100
1331,2363,200,10
1531,2183,10,190

Range : 3841,3405,700,280
3841,3675,100,10
3941,3585,10,100
3941,3585,100,10
4041,3495,10,100
4041,3495,400,10
4441,3405,10,100
4441,3405,100,10

Range : 5207,4326,310,500
5207,4326,200,10
5407,4326,10,300
5407,4626,100,10
5507,4626,10,200

Range : 4055,5722,510,310
4055,5722,100,10
4155,5722,10,200
4155,5922,100,10
4255,5832,10,100
4255,5832,200,10
4455,5832,10,100
4455,5932,100,10
4555,5932,10,100

Range : 4880,4343,500,190
4880,4523,400,10
5280,4343,10,190
5280,4343,100,10

Range : 360,3265,410,460
360,3715,200,10
560,3535,10,190
560,3535,100,10
660,3445,10,100
660,3445,100,10
760,3265,10,190

Range : 4572,4283,500,210
4572,4463,100,10
4672,4283,10,190
4672,4283,300,10
4972,4283,10,200
4972,4483,100,10

Range : 1565,1556,400,210
1565,1556,100,10
1665,1556,10,100
1665,1656,100,10
1765,1656,10,100
1765,1756,100,10
1865,1666,10,100
1865,1666,100,10

Range : 4645,694,510,190
4645,774,100,10
4745,774,10,100
4745,874,100,10
4845,784,10,100
4845,784,200,10
5045,694,10,100
5045,694,100,10
5145,694,10,100

Range : 4216,1991,300,280
4216,2261,100,10
4316,2081,10,190
4316,2081,100,10
4416,1991,10,100
4416,1991,100,10

Range : 4213,806,110,600
4213,806,100,10
4313,806,10,600

Range : 3352,380,210,640
3352,1010,100,10
3452,920,10,100
3452,920,100,10
3552,380,10,550

Range : 4012,4790,410,600
4012,4790,100,10
4112,4790,10,300
4112,5090,200,10
4312,5090,10,100
4312,5190,100,10
4412,5190,10,200

Range : 214,3029,210,550
214,3569,100,10
314,3119,10,460
314,3119,100,10
414,3029,10,100

Range : 3900,809,410,300
3900,1079,100,10
4000,809,10,280
4000,809,100,10
4100,809,10,100
4100,909,200,10
4300,909,10,200

Range : 62,4374,500,280
62,4644,100,10
162,4374,10,280
162,4374,400,10

Range : 180,3634,510,370
180,3994,100,10
280,3904,10,100
280,3904,300,10
580,3724,10,190
580,3724,100,10
680,3634,10,100

Range : 2965,1838,400,310
2965,1838,100,10
3065,1838,10,200
3065,2038,100,10
3165,2038,10,100
3165,2138,100,10
3265,2048,10,100
3265,2048,100,10

Range : 3448,4843,610,110
3448,4843,200,10
3648,4843,10,100
3648,4943,400,10
4048,4853,10,100

Range : 38,1094,300,10
38,1094,300,10

Range : 956,2109,700,190
956,2289,200,10
1156,2199,10,100
1156,2199,300,10
1456,2109,10,100
1456,2109,200,10

Range : 2398,1434,510,210
2398,1434,100,10
2498,1434,10,200
2498,1634,200,10
2698,1544,10,100
2698,1544,200,10
2898,1454,10,100

Range : 2853,2753,310,400
2853,3023,100,10
2953,2753,10,280
2953,2753,100,10
3053,2753,10,300
3053,3053,100,10
3153,3053,10,100

Range : 4653,3557,400,410
4653,3557,100,10
4753,3557,10,400
4753,3957,300,10

Range : 893,1772,410,400
893,1862,100,10
993,1772,10,100
993,1772,100,10
1093,1772,10,100
1093,1872,100,10
1193,1872,10,100
1193,1972,100,10
1293,1972,10,200

Range : 4642,3022,410,200
4642,3202,100,10
4742,3022,10,190
4742,3022,300,10
5042,3022,10,200

Range : 2331,3395,110,460
2331,3845,100,10
2431,3395,10,460

Range : 3097,3344,310,110
3097,3344,100,10
3197,3344,10,100
3197,3444,100,10
3297,3354,10,100
3297,3354,100,10
3397,3354,10,100

Range : 2760,1240,310,500
2760,1330,100,10
2860,1240,10,100
2860,1240,100,10
2960,1240,10,100
2960,1340,100,10
3060,1340,10,400

Range : 1260,200,400,410
1260,380,100,10
1360,200,10,190
1360,200,100,10
1460,200,10,200
1460,400,100,10
1560,400,10,200
1560,600,100,10

Range : 3162,3764,400,190
3162,3844,100,10
3262,3844,10,100
3262,3944,100,10
3362,3764,10,190
3362,3764,200,10

Range : 4539,1524,200,100
4539,1614,100,10
4639,1524,10,100
4639,1524,100,10

Range : 1856,1678,110,100
1856,1768,100,10
1956,1678,10,100

Range : 1342,971,610,280
1342,1141,200,10
1542,1141,10,100
1542,1241,200,10
1742,1061,10,190
1742,1061,200,10
1942,971,10,100

Range : 1744,2686,410,310
1744,2776,100,10
1844,2686,10,100
1844,2686,100,10
1944,2686,10,100
1944,2786,100,10
2044,2786,10,200
2044,2986,100,10
2144,2896,10,100

Range : 2857,802,400,310
2857,892,100,10
2957,802,10,100
2957,802,100,10
3057,802,10,100
3057,902,100,10
3157,902,10,200
3157,1102,100,10

Range : 54,4163,610,210
54,4163,300,10
354,4163,10,100
354,4263,100,10
454,4263,10,100
454,4363,200,10
654,4273,10,100

