Range : 1134,3856,500,210
1134,4036,100,10
1234,3856,10,190
1234,3856,100,10
1334,3856,10,200
1334,4056,200,10
1534,3966,10,100
1534,3966,100,10

Range : 1973,5327,510,210
1973,5327,200,10
2173,5327,10,100
2173,5427,200,10
2373,5337,10,100
2373,5337,100,10
2473,5337,10,200

Range : 3550,647,310,210
3550,737,100,10
3650,647,10,100
3650,647,100,10
3750,647,10,200
3750,847,100,10
3850,667,10,190

Range : 159,4377,500,190
159,4557,100,10
259,4467,10,100
259,4467,200,10
459,4377,10,100
459,4377,200,10

Range : 4137,3130,410,460
4137,3580,100,10
4237,3310,10,280
4237,3310,200,10
4437,3130,10,190
4437,3130,100,10
4537,3130,10,100

Range : 3252,1990,410,100
3252,2080,100,10
3352,1990,10,100
3352,1990,300,10
3652,1990,10,100

Range : 3931,1914,500,190
3931,2084,200,10
4131,1994,10,100
4131,1994,100,10
4231,1994,10,100
4231,2094,100,10
4331,1914,10,190
4331,1914,100,10

Range : 1087,751,410,460
1087,1201,100,10
1187,841,10,370
1187,841,100,10
1287,751,10,100
1287,751,200,10
1487,751,10,100

Range : 3812,1616,500,190
3812,1786,100,10
3912,1696,10,100
3912,1696,100,10
4012,1696,10,100
4012,1796,200,10
4212,1616,10,190
4212,1616,100,10

Range : 2810,4031,500,410
2810,4031,200,10
3010,4031,10,100
3010,4131,200,10
3210,4131,10,300
3210,4431,100,10

Range : 579,494,200,510
579,494,100,10
679,494,10,500
679,994,100,10

Range : 4560,584,510,210
4560,584,100,10
4660,584,10,200
4660,784,300,10
4960,694,10,100
4960,694,100,10
5060,694,10,100

Range : 3826,1012,300,510
3826,1012,100,10
3926,1012,10,400
3926,1412,100,10
4026,1412,10,100
4026,1512,100,10

Range : 312,5157,310,500
312,5157,100,10
412,5157,10,300
412,5457,100,10
512,5457,10,100
512,5557,100,10
612,5557,10,100

Range : 106,560,410,280
106,830,100,10
206,560,10,280
206,560,300,10
506,560,10,200

Range : 1402,4703,510,400
1402,4793,200,10
1602,4703,10,100
1602,4703,200,10
1802,4703,10,100
1802,4803,100,10
1902,4803,10,300

Range : 2687,497,400,370
2687,857,100,10
2787,767,10,100
2787,767,100,10
2887,497,10,280
2887,497,200,10

Range : 3407,2375,310,190
3407,2555,100,10
3507,2465,10,100
3507,2465,100,10
3607,2375,10,100
3607,2375,100,10
3707,2375,10,100

Range : 3158,702,310,300
3158,702,100,10
3258,702,10,100
3258,802,200,10
3458,802,10,200

Range : 1339,2920,400,410
1339,2920,100,10
1439,2920,10,400
1439,3320,200,10
1639,3230,10,100
1639,3230,100,10

Range : 1286,4994,300,190
1286,5174,100,10
1386,4994,10,190
1386,4994,100,10
1486,4994,10,100
1486,5094,100,10

Range : 5183,1037,400,190
5183,1217,300,10
5483,1037,10,190
5483,1037,100,10

Range : 2459,1221,500,190
