Range : 3347,4163,410,310
3347,4163,100,10
3447,4163,10,100
3447,4263,200,10
3647,4173,10,100
3647,4173,100,10
3747,4173,10,300

Range : 3943,5261,510,200
3943,5351,400,10
4343,5261,10,100
4343,5261,100,10
4443,5261,10,200

Range : 2714,4741,410,190
2714,4921,200,10
2914,4831,10,100
2914,4831,200,10
3114,4741,10,100

Range : 2013,1777,300,310
2013,1777,100,10
2113,1777,10,200
2113,1977,100,10
2213,1977,10,100
2213,2077,100,10

Range : 4948,4589,500,510
4948,4589,100,10
5048,4589,10,100
5048,4689,200,10
5248,4689,10,100
5248,4789,100,10
5348,4789,10,300
5348,5089,100,10

Range : 464,1721,310,500
464,1721,100,10
564,1721,10,200
564,1921,100,10
664,1921,10,100
664,2021,100,10
764,2021,10,200

Range : 2807,4504,710,100
2807,4594,700,10
3507,4504,10,100

Range : 1266,1475,510,190
1266,1555,100,10
1366,1555,10,100
1366,1655,100,10
1466,1565,10,100
1466,1565,200,10
1666,1475,10,100
1666,1475,100,10
1766,1475,10,100

Range : 897,1072,500,280
897,1142,100,10
997,1142,10,200
997,1342,100,10
1097,1252,10,100
1097,1252,100,10
1197,1072,10,190
1197,1072,200,10

Range : 1967,3338,400,460
1967,3688,100,10
2067,3688,10,100
2067,3788,100,10
2167,3338,10,460
2167,3338,200,10

Range : 2957,4343,300,210
2957,4343,200,10
3157,4343,10,200
3157,4543,100,10

Range : 422,4542,200,410
422,4542,100,10
522,4542,10,400
522,4942,100,10

Range : 3787,4145,600,210
3787,4145,100,10
3887,4145,10,100
3887,4245,200,10
4087,4245,10,100
4087,4345,200,10
4287,4165,10,190
4287,4165,100,10

Range : 4423,3064,500,310
4423,3154,100,10
4523,3064,10,100
4523,3064,100,10
4623,3064,10,200
4623,3264,200,10
4823,3264,10,100
4823,3364,100,10

Range : 4830,4094,210,310
4830,4094,100,10
4930,4094,10,300
4930,4394,100,10
5030,4214,10,190

Range : 4914,2690,500,100
4914,2780,100,10
5014,2690,10,100
5014,2690,400,10

Range : 3906,2353,610,280
3906,2623,100,10
4006,2443,10,190
4006,2443,200,10
4206,2353,10,100
4206,2353,300,10
4506,2353,10,100

Range : 4894,2856,410,400
4894,2856,200,10
5094,2856,10,200
5094,3056,200,10
5294,3056,10,200

Range : 1115,3084,200,550
1115,3624,100,10
1215,3084,10,550
1215,3084,100,10

Range : 1517,2930,410,460
1517,3280,100,10
1617,3280,10,100
1617,3380,100,10
1717,3020,10,370
1717,3020,200,10
1917,2930,10,100

Range : 3543,3712,400,280
3543,3982,100,10
3643,3802,10,190
3643,3802,100,10
3743,3712,10,100
3743,3712,100,10
3843,3712,10,100
3843,3812,100,10

Range : 2157,905,400,210
2157,995,100,10
2257,905,10,100
2257,905,200,10
2457,905,10,200
2457,1105,100,10

Range : 2102,1059,110,190
2102,1239,100,10
2202,1059,10,190

Range : 1381,3307,200,100
1381,3397,100,10
1481,3307,10,100
1481,3307,100,10

Range : 3274,3942,300,190
3274,4122,200,10
3474,3942,10,190
3474,3942,100,10

Range : 2309,2338,310,190
2309,2418,100,10
2409,2418,10,100
2409,2518,100,10
2509,2428,10,100
2509,2428,100,10
2609,2338,10,100

Range : 924,2667,310,200
924,2847,100,10
1024,2667,10,190
1024,2667,200,10
1224,2667,10,200

Range : 3358,3042,310,400
3358,3042,100,10
3458,3042,10,200
3458,3242,200,10
3658,3242,10,200

Range : 1972,5721,410,210
1972,5721,100,10
2072,5721,10,200
2072,5921,200,10
2272,5831,10,100
2272,5831,100,10
2372,5741,10,100

Range : 1122,4363,500,310
1122,4363,200,10
1322,4363,10,200
1322,4563,200,10
1522,4563,10,100
1522,4663,100,10

Range : 733,4278,500,310
733,4278,100,10
833,4278,10,100
833,4378,100,10
933,4378,10,200
933,4578,200,10
1133,4488,10,100
1133,4488,100,10

Range : 3392,997,500,100
3392,1087,100,10
3492,997,10,100
3492,997,400,10

Range : 4366,2088,210,600
4366,2088,100,10
4466,2088,10,100
4466,2188,100,10
4566,2188,10,500

Range : 1216,4610,210,300
1216,4790,100,10
1316,4610,10,190
1316,4610,100,10
1416,4610,10,300

Range : 2221,4816,410,460
2221,5266,200,10
2421,4996,10,280
2421,4996,100,10
2521,4906,10,100
2521,4906,100,10
2621,4816,10,100

Range : 3146,769,600,370
3146,1129,100,10
3246,1039,10,100
3246,1039,100,10
3346,949,10,100
3346,949,200,10
3546,769,10,190
3546,769,200,10

Range : 1620,1427,410,300
1620,1427,300,10
1920,1427,10,100
1920,1527,100,10
2020,1527,10,200

Range : 1501,1829,400,280
1501,1999,100,10
1601,1999,10,100
1601,2099,100,10
1701,1829,10,280
1701,1829,100,10
1801,1829,10,200
1801,2029,100,10

Range : 1136,934,400,310
1136,1024,100,10
1236,934,10,100
1236,934,100,10
1336,934,10,100
1336,1034,100,10
1436,1034,10,200
1436,1234,100,10

Range : 4411,4100,500,210
4411,4280,100,10
4511,4100,10,190
4511,4100,200,10
4711,4100,10,200
4711,4300,200,10

Range : 2668,1720,600,410
2668,1720,200,10
2868,1720,10,300
2868,2020,100,10
2968,2020,10,100
2968,2120,300,10

Range : 2127,3323,100,10
2127,3323,100,10

Range : 1001,976,200,10
1001,976,200,10

Range : 2850,2580,410,210
2850,2760,100,10
2950,2580,10,190
2950,2580,100,10
3050,2580,10,200
3050,2780,100,10
3150,2690,10,100
3150,2690,100,10
3250,2690,10,100

Range : 4256,3165,210,190
4256,3345,200,10
4456,3165,10,190

Range : 4279,3415,410,410
4279,3415,200,10
4479,3415,10,100
4479,3515,100,10
4579,3425,10,100
4579,3425,100,10
4679,3425,10,400

Range : 2951,4211,500,310
2951,4211,400,10
3351,4211,10,300
3351,4511,100,10

Range : 3783,1271,210,300
3783,1451,100,10
3883,1271,10,190
3883,1271,100,10
3983,1271,10,300

Range : 100,2960,400,190
100,3040,100,10
200,3040,10,100
200,3140,100,10
300,3050,10,100
300,3050,100,10
400,2960,10,100
400,2960,100,10

Range : 2225,4574,500,110
2225,4574,100,10
2325,4574,10,100
2325,4674,400,10

Range : 808,4667,500,190
808,4847,100,10
908,4667,10,190
908,4667,200,10
1108,4667,10,100
1108,4767,200,10

Range : 4104,1600,300,310
4104,1600,200,10
4304,1600,10,300
4304,1900,100,10

Range : 2351,4744,200,110
2351,4744,100,10
2451,4744,10,100
2451,4844,100,10

Range : 2896,2734,110,100
2896,2824,100,10
2996,2734,10,100

Range : 2569,3816,410,370
2569,3976,100,10
2669,3976,10,200
2669,4176,100,10
2769,3996,10,190
2769,3996,100,10
2869,3906,10,100
2869,3906,100,10
2969,3816,10,100

Range : 4478,4646,410,460
4478,4996,100,10
4578,4996,10,100
4578,5096,100,10
4678,4916,10,190
4678,4916,100,10
4778,4826,10,100
4778,4826,100,10
4878,4646,10,190

Range : 1877,3992,310,300
1877,4172,200,10
2077,3992,10,190
2077,3992,100,10
2177,3992,10,300

Range : 1370,3663,310,410
1370,3663,100,10
1470,3663,10,400
1470,4063,100,10
1570,3973,10,100
1570,3973,100,10
1670,3973,10,100

Range : 4200,801,410,200
4200,891,100,10
4300,801,10,100
4300,801,100,10
4400,801,10,100
4400,901,200,10
4600,901,10,100

Range : 1356,5086,610,190
1356,5266,200,10
1556,5176,10,100
1556,5176,300,10
1856,5086,10,100
1856,5086,100,10
